REPASSE DE MANUTENÇÃO;;;;;;;;;
;;DIRETORIA REGIONAL BAIXADAS LITORÂNEAS;;;;;;;
ITEM;código;ARARUAMA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
4;33053383;CE José Veríssimo;01.655.418/0001-08;2512 - 0000369357; R$ 21.628,20 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
5;33053162;CE Mauá;01.723.313/0001-30;6791 - 0000001333; R$ 8.445,20 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
6;33053189;CE Oswaldo Cruz;01.529.365/0001-70;6791 - 0000002100; R$ 7.613,40 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
7;33053391;CE Professor Alfredo Baltazar da Silveira;00.803.107/0001-78;2512 - 0000369993; R$ 17.128,00 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
8;33053413;CE Professora Alda Bernardo Dos Santos Tavares;00.950.305/0001-64;6791 - 0000001538; R$ 14.461,00 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
9;33053715;CE Professora Ruth Taldo França;00.953.074/0001-42;6791 - 0000001392; R$ 6.384,00 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
10;33052891;CE Professora Sonia Maria Piedade de Moura;01.796.120/0001-00;6791 - 0000001295; R$ 5.080,80 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
11;33052913;CE São Francisco de Assis;00.958.302/0001-77;6791 - 0000001708; R$ 5.033,20 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
12;33052930;CE Visconde de Sepetiba;00.704.191/0001-72;6791 - 0000003085; R$ 13.509,00 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
13;33052808;CEIA Barão de Langsdorff;01.523.934/0001-70;6791 - 0000004316; R$ 12.808,80 ;2021NE01492;2021NL01463;2021PD01843;IMPEDIDA
14;33053359;CIEP 127 Frei Acúrsio A. Gonzaga Bolwerk;01.142.541/0001-17;2512 - 0000368903; R$ 14.034,80 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
15;33052786;CIEP 128 Magepê Mirim;00.828.875/0001-86;6791 - 0000001384; R$ 14.761,80 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
16;33125325;CIEP 260 Barbosa Porto;05.031.253/0001-46;6791 - 0000002607; R$ 5.690,80 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
17;33053766;CIEP 327 Pedro Américo;01.049.081/0001-87;6791 - 0000003271; R$ 7.412,00 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
18;33053340;CIEP 441 Mané Garrincha;00.950.306/0001-09;2512 - 0000352438; R$ 13.233,00 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
19;33051070;CIEP 444 Israel Jacob Averbach;01.196.134/0001-92;6791 - 0000004448; R$ 5.878,20 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
19;;MAGÉ;;; R$ 202.530,20 ;;;;
ITEM;código; PETRÓPOLIS;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33040400;CE Cardoso Fontes;00.982.441/0001-36;6795 - 0000001007; R$ 11.213,00 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
2;33040125;CE Dom Pedro II;00.106.548/0001-10;0401 - 0001163469; R$ 30.131,80 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
3;33041776;CE Embaixador José Bonifácio ;01.900.286/0001-24;2805 - 0000137855; R$ 6.891,60 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
4;33041253;CE Irmã Cecília Jardim;00.654.474/0001-57;0401 - 0002385317; R$ 8.651,80 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
5;33040141;CE Princesa Isabel;00.864.416/0001-58;6795 - 0000001031; R$ 10.300,60 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
6;33040150;CE Rui Barbosa;00.181.791/0001-01;2141 - 0000199494; R$ 19.220,80 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
7;33041326;EE de Araras;01.276.735/0001-05;2805 - 0000138053; R$ 5.045,20 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
8;33041210;CIEP 137 Cecília Meirelles;00.786.787/0001-69;0401 - 0002385333; R$ 11.937,60 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
9;33041946;CIEP 281 Gabriela Mistral;02.684.619/0001-98;2805 - 0000137820; R$ 8.608,80 ;2021NE01497;2021NL01466;2021PD01847;2021LB18014
10;33041628;CIEP 472 Cândido Portinari ;02.118.067/0001-50;2805 - 0000137898; R$ 13.616,00 ;2021NE01491;2021NL01465;2021PD01846;IMPEDIDA
10;;PETRÓPOLIS;;; R$ 125.617,20 ;;;;
ITEM;código;SÃO JOSÉ DO VALE DO RIO PRETO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33042047;CE Coronel Limongi;01.122.949/0001-27;6820 - 0000000353; R$ 9.765,40 ;2021NE01487;2021NL01467;2021PD01848;
1;;SÃO JOSÉ DO VALE DO RIO PRETO;;; R$ 9.765,40 ;;;;
ITEM;código;SAPUCAIA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33018197;CE Maria Aparecida Bastos ;19.880.709/0001-57;6836 - 0000014133; R$ 4.104,60 ;2021NE01498;2021NL01468;2021PD01849;2021LB18015
2;33017786;CE Maurício de Abreu;01.102.500/0001-05;6836 - 0000001406; R$ 6.504,00 ;2021NE01498;2021NL01468;2021PD01849;2021LB18015
3;33018073;CE Paulino Fernandes;00.869.169/0001-82;6836 - 0000001708; R$ 5.200,00 ;2021NE01498;2021NL01468;2021PD01849;2021LB18015
4;33017930;CE República do Líbano;01.102.502/0001-96;6836 - 0000001597; R$ 4.800,00 ;2021NE01498;2021NL01468;2021PD01849;2021LB18015
5;33097950;CIEP 285 Luiz José Daflon Gomes;01.116.840/0001-87;6836 - 0000001473; R$ 7.195,20 ;2021NE01498;2021NL01468;2021PD01849;2021LB18015
5;;SAPUCAIA;;; R$ 27.803,80 ;;;;
ITEM;código;TERESÓPOLIS;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33042667;CE Campos Salles;00.945.517/0001-53;0542 - 0000591106; R$ 9.477,60 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
2;33042519;CE Edmundo Bittencourt;00.629.347/0001-06;3462 - 0000111147; R$ 17.985,00 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
3;33042527;CE Euclydes da Cunha;00.646.027/0001-56;2801 - 0000171620; R$ 19.174,00 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
4;33042683;CE Fany Niskier;01.264.153/0001-09;0542 - 0000591254; R$ 4.603,20 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
5;33042705;CE Higino da Silveira;00.928.831/0001-28;0542 - 0000591211; R$ 12.942,20 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
6;33042730;CE Lions Club;00.728.512/0001-79;3462 - 0000111180; R$ 14.001,20 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
7;33042543;CE Presidente Bernardes;00.626.684/0001-31;3462 - 0000111252; R$ 4.617,00 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
8;33043132;CIA José Francisco Lippi;00.918.034/0001-60;0542 - 0000591165; R$ 30.460,00 ;2021NE01499;2021NL01469;2021PD01850;2021LB18016
8;;TERESÓPOLIS;;; R$ 113.260,20 ;;;;
ITEM;código;TRÊS RIOS;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33018405;CE Condessa do Rio Novo;00.783.916/0001-65;6865 - 0000001821; R$ 10.729,00 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
2;33018332;CE Doutor Valmir Peçanha ;00.699.831/0001-01;6865 - 0000002305; R$ 5.425,00 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
3;33175314;CE Guilhermina Guinle;00.729.118/0001-55;0556 - 89001; R$ 1.731,20 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
4;33018340;CE Moacyr Padilha;00.699.828/0001-80;6865 - 0000002402; R$ 18.347,40 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
5;33018359;CE Professor Kopke;00.771.696/0001-50;6865 - 0000001856; R$ 6.299,80 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
6;33018367;CE Roberto Coelho Pedroso;00.771.684/0001-25;6865 - 0000001848; R$ 4.543,80 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
7;33018430;CE Urbano Carlos de Almeida;00.821.894/0001-80;6865 - 0000002267; R$ 4.028,40 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
8;33018286;CIEP 456 Marco Polo;00.900.469/0001-87;6865 - 0000001830; R$ 11.153,40 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
9;33018650;IE Professor Joel Monnerat ;00.697.188/0001-79;6865 - 0000001783; R$ 6.610,40 ;2021NE01500;2021NL01472;2021PD01852;2021LB18017
10;33183791;CE CB BM FLÁVIO UANDERSON RODRIGUES DE FREITAS;0;0; R$ 3.400,00 ;2021NE01494;2021NL01470;2021PD01851;IMPEDIDA
10;;TRÊS RIOS;;; R$ 72.268,40 ;;;;
59;;TOTAL DA REGIONAL SERRANA I;;; R$ 595.971,40 ;;;;
;;DIRETORIA REGIONAL SERRANA II;;;;;;;
ITEM;código;BOM JARDIM;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33020710;CE Doutor Péricles Corrêa da Rocha;01.251.631/0001-46;6757 - 0000001546; R$ 4.562,40 ;2021NE01564;2021NL01507;2021PD01867;2021LB17928
2;33020779;CE Leopoldo Oscar Stutz;00.623.814/0001-82;6757 - 0000001600; R$ 5.580,40 ;2021NE01564;2021NL01507;2021PD01867;2021LB17928
3;33020957;CE Professor João Brasil;02.306.096/0001-46;6757 - 0000001414; R$ 5.578,20 ;2021NE01564;2021NL01507;2021PD01867;2021LB17928
4;33020558;CE Ramiro Braga;00.644.811/0001-25;6757 - 0000001694; R$ 7.206,20 ;2021NE01564;2021NL01507;2021PD01867;2021LB17928
5;33020540;CIEP 322 Mozart Cunha Guimarães;01.270.467/0001-14;6757 - 0000001511; R$ 9.281,40 ;2021NE01564;2021NL01507;2021PD01867;2021LB17928
5;;BOM JARDIM;;; R$ 32.208,60 ;;;;
ITEM;código;CACHOEIRAS DE MACACU;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33043752;CE Baccoparó Martins;01.454.649/0001-45;2050 - 0000243361; R$ 6.748,80 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
2;33043779;CE Maria Veralba Ferraz;01.568.485/0001-87;2050 - 0000244503; R$ 4.910,40 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
3;33043523;CE Maria Zulmira Torres;01.440.848/0001-02;2050 - 0000242721; R$ 6.743,00 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
4;33043612;CE Quintino Bocaiúva;01.507.053/0001-66;2050 - 0000245216; R$ 5.538,60 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
5;33044147;CE São José;01.433.345/0001-00;2050 - 0000244104; R$ 6.454,80 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
6;33043760;CE Sol Nascente;01.881.809/0001-32;2050 - 0000243302; R$ 8.196,80 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
7;33043515;CIEP 140 Mário Cesar Gomes Silva;01.446.490/0001-17;2050 - 0000243990; R$ 10.257,60 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
8;33043736;CIEP 353 Doutor Brochado da Rocha;01.319.401/0001-71;2050 - 0000244201; R$ 12.310,00 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
9;33043655;CIEP 479 Doutor Mario Simão Assaf;01.879.066/0001-66;2050 - 0000242403; R$ 7.416,00 ;2021NE01565;2021NL01508;2021PD01868;2021LB17933
9;;CACHOEIRAS DE MACACU;;; R$ 68.576,00 ;;;;
ITEM;código;CANTAGALO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33019290;CE Conde de Nova Friburgo;00.791.023/0001-61;2038 - 0000098680; R$ 1.700,00 ;2021NE01566;2021NL01509;2021PD01869;2021LB17945
2;33019428;CE Doutor Francisco Leite Teixeira;00.778.146/0001-62;2038 - 0000098710; R$ 3.400,00 ;2021NE01566;2021NL01509;2021PD01869;2021LB17945
3;33019223;CE João Abreu Júnior;00.778.139/0001-60;2038 - 0000098604; R$ 3.585,60 ;2021NE01566;2021NL01509;2021PD01869;2021LB17945
4;33018820;CE Maria Zulmira Torres;00.775.768/0001-37;2038 - 0000098248; R$ 9.812,40 ;2021NE01566;2021NL01509;2021PD01869;2021LB17945
5;33018804;CIEP 277 João Nicolau Filho;00.778.136/0001-27;2038 - 0000098655; R$ 5.576,80 ;2021NE01566;2021NL01509;2021PD01869;2021LB17945
5;;CANTAGALO;;; R$ 24.074,80 ;;;;
ITEM;código;CARMO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33019789;CE Francisco Varella;01.207.052/0001-04;6763 - 0000001201; R$ 6.279,60 ;2021NE01567;2021NL01510;2021PD01870;2021LB17947
2;33019681;CE Professor Aurélio Duarte;01.262.602/0001-80;6763 - 0000001341; R$ 3.547,00 ;2021NE01567;2021NL01510;2021PD01870;2021LB17947
3;33019800;CE Independência;01.283.637/0001-03;6763 - 0000001236; R$ 3.400,00 ;2021NE01567;2021NL01510;2021PD01870;2021LB17947
4;33019673;CIEP 280 Professor Vasco Fernandes da Silva Porto;01.230.161/0001-34;6763 - 0000001481; R$ 9.318,00 ;2021NE01567;2021NL01510;2021PD01870;2021LB17947
5;33183740;CE 1° SGT BM LUIZ CARLOS GONÇALVES FISCHER;0;0; R$ 5.000,00 ;2021NE01568;2021NL01511;2021PD01871;IMPEDIDA
5;;CARMO;;; R$ 27.544,60 ;;;;
ITEM;código;CASIMIRO DE ABREU;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33025320;CE Barra de São João ;01.257.549/0001-29;0883 - 0000290203; R$ 8.284,00 ;2021NE01569;2021NL01512;2021PD01872;2021LB17950
2;33025100;CE Casimiro de Abreu;02.045.973/0001-72;6764 - 0000003670; R$ 10.033,20 ;2021NE01569;2021NL01512;2021PD01872;2021LB17950
3;33094330;CE Indaiacu;01.935.652/0001-80;6764 - 0000002976; R$ 3.600,00 ;2021NE01569;2021NL01512;2021PD01872;2021LB17950
4;33025150;CE Professor Souza;01.936.526/0001-40;6764 - 0000003581; R$ 3.400,00 ;2021NE01569;2021NL01512;2021PD01872;2021LB17950
5;33025355;CE Rio Dourado;02.068.109/0001-96;6764 - 0000002984; R$ 1.700,00 ;2021NE01569;2021NL01512;2021PD01872;2021LB17950
6;33025363;CE Santa Maria;01.942.827/0001-87;0883 - 0000287423; R$ 7.928,80 ;2021NE01569;2021NL01512;2021PD01872;2021LB17950
6;;CASIMIRO DE ABREU;;; R$ 34.946,00 ;;;;
ITEM;código;CORDEIRO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33020140;CE Antônio Pecly;00.834.296/0001-46;1888 - 0000097373; R$ 8.141,60 ;2021NE01570;2021NL01521;2021PD01873;2021LB17952
2;33020205;CE Constança Soares Teixeira ;00.793.678/0001-79;1888 - 0000097357; R$ 5.309,00 ;2021NE01571;2021NL01514;2021PD01874;IMPEDIDA
3;33020213;EE Inocêncio de Andrade;00.753.666/0001-10;1888 - 0000097195; R$ 6.096,80 ;2021NE01570;2021NL01521;2021PD01873;2021LB17952
4;33020116;CIEP 145 Doutor Oswaldo Cruz;00.860.717/0001-03;1888 - 0000097233; R$ 6.166,00 ;2021NE01570;2021NL01521;2021PD01873;2021LB17952
5;33183732;CE 2° TEN. BM SÉRGIO RODRIGUES DA SILVA;0;0; R$ 1.700,00 ;2021NE01572;2021NL01515;2021PD01875;IMPEDIDA
5;;CORDEIRO;;; R$ 27.413,40 ;;;;
ITEM;código;DUAS BARRAS;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33021082;CE Almirante Protógenes;00.671.668/0001-60;6770 - 0000000825; R$ 6.585,00 ;2021NE01573;2021NL01516;2021PD01876;2021LB17955
2;33021236;CE Maria Rosa Teixeira;02.243.524/0001-39;6770 - 0000000809; R$ 3.973,20 ;2021NE01573;2021NL01516;2021PD01876;2021LB17955
3;33142351;CIEP 511 Alaíde Araújo M. Marques;07.330.246/0001-70;6757 - 0000001503; R$ 4.596,20 ;2021NE01573;2021NL01516;2021PD01876;2021LB17955
3;;DUAS BARRAS;;; R$ 15.154,40 ;;;;
ITEM;código;MACUCO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33020434;CE Farmacêutico Rodolfo Albino;00.775.778/0001-72;2038 - 00901113; R$ 7.456,20 ;2021NE01574;2021NL01517;2021PD01877;2021LB17958
2;33020396;CE José Carlos Boaretto;00.753.662/0001-32;2038 - 00900702; R$ 7.430,00 ;2021NE01574;2021NL01517;2021PD01877;2021LB17958
2;;MACUCO;;; R$ 14.886,20 ;;;;
ITEM;código; NOVA FRIBURGO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33021813;CE Augusto Spinelli ;00.718.067/0001-66;2813 - 0000127078; R$ 5.605,20 ;2021NE01527;2021NL01397;2021PD01765;IMPEDIDA
2;33021694;CE Canadá;00.753.660/0001-43;2813 - 0000128040; R$ 12.542,80 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
3;33022968;CE Carlos Maria Marchon;00.782.635/0001-98;3078 - 0000214809; R$ 4.795,60 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
4;33102090;CE Doutor Feliciano Costa;30.591.283/0001-54;1332 - 0000023604; R$ 13.801,20 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
5;33021830;CE Doutor Galdino do Valle Filho;00.756.258/0001-12;6755 - 0000000221; R$ 7.170,20 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
6;33021848;CE Doutor João Bazet;01.329.976/0001-75;6755 - 0000000230; R$ 9.109,20 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
7;33021864;CE Doutor Tuffy El Jaick;00.700.990/0001-70;0540 - 0001269992; R$ 8.840,40 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
8;33022810;CE Doutor Vicente de Moraes;00.793.674/0001-90;1332 - 0000023752; R$ 7.118,40 ;2021NE01528;2021NL01399;2021PD01766;IMPEDIDA
9;33022569;CE Eduardo Breder ;00.792.058/0001-15;0540 - 0001267000; R$ 5.457,00 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
10;33023212;CE Emília Roschemant;39.831.649/0001-90;3078 - 0000075450; R$ 8.019,00 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
11;33021880;CE Etelvina Scholtz;00.792.033/0001-11;1332 - 0000023310; R$ 3.338,20 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
12;33023298;CE José Martins da Costa ;00.775.777/0001-28;6755 - 0000000477; R$ 2.380,20 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
13;33021902;CE Júlio Salusse  ;00.792.035/0001-00;0540 - 0001265679; R$ 10.452,00 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
14;33021937;CE Padre Franca;01.366.660/0001-53;0540 - 0001261762; R$ 4.817,20 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
15;33021945;CE Padre Madureira;00.968.117/0001-63;0540 - 0001262491; R$ 3.960,60 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
16;33021961;CE Professor Carlos Cortes;00.799.872/0001-61;3078 - 0000075205; R$ 2.572,00 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
17;33021708;CE Professor Jamil El Jaick;00.632.275/0001-48;0540 - 0001261061; R$ 13.556,60 ;2021NE01529;2021NL01400;2021PD01767;IMPEDIDA
18;33022003;CE Professora Zélia dos Santos Côrtes;01.350.782/0001-51;0540 - 0001260030; R$ 5.467,00 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
19;33173346;CE Raphael Luiz de Siqueira Jaccoud   ;25.071.818/0001-26;6755 - 43516; R$ 1.700,00 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
20;33022011;CE Salustiano José Ribeiro Serafim;02.185.143/0001-40;2813 - 0000128015; R$ 4.302,80 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
21;33021929;EE Comunitária Marcílio Dias ;00.793.675/0001-35;6755 - 0000000205; R$ 4.327,40 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
22;33105022;CIEP 480 Professor Luiz Carlos Veronese;00.959.318/0001-02;1332 - 0000230189; R$ 5.518,60 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
23;33022275;IE Nova Friburgo;00.696.214/0001-44;6755 - 0000001309; R$ 8.196,00 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
24;33102791;CEFFA CEA Rei Alberto I (Agrícola);08.732.991/0001-09;6755 - 0000000248; R$ 10.949,60 ;2021NE01515;2021NL01385;2021PD01748;2021LB17981
24;;NOVA FRIBURGO;;; R$ 163.997,20 ;;;;
ITEM;código;SANTA MARIA MADALENA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33023751;CE Barão de Santa Maria Madalena;01.000.028/0001-91;6769 - 00351326; R$ 3.223,40 ;2021NE01537;2021NL01412;2021PD01775;
1;;SANTA MARIA MADALENA;;; R$ 3.223,40 ;;;;
ITEM;código;SÃO SEBASTIÃO DO ALTO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33024537;CE Januário de Toledo Pizza;00.638.730/0001-12;1888 - 0000400912; R$ 4.078,40 ;2021NE01516;2021NL01386;2021PD01750;2021LB17982
2;33024480;CE José Cardoso de Moraes;00.778.131/0001-02;2090 - 0000102997; R$ 3.400,00 ;2021NE01516;2021NL01386;2021PD01750;2021LB17982
3;33093989;CIEP 274 Maria Amélia de Daflon Ferro;00.657.780/0001-47;1888 - 0000400874; R$ 5.217,00 ;2021NE01516;2021NL01386;2021PD01750;2021LB17982
3;;SÃO SEBASTIÃO DO ALTO;;; R$ 12.695,40 ;;;;
ITEM;código;SILVA JARDIM;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33025835;CE São Sebastião;01.041.317/0001-39;6845 - 0000001899; R$ 3.944,20 ;2021NE01517;2021NL01387;2021PD01752;2021LB17983
2;33025754;CE Sérvulo Mello;02.623.686/0001-00;6845 - 0000002011; R$ 11.616,60 ;2021NE01517;2021NL01387;2021PD01752;2021LB17983
2;;SILVA JARDIM;;; R$ 15.560,80 ;;;;
ITEM;código;SUMIDOURO;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33149178;CE Campinas II  ;16.482.782/0001-82;6755 - 0000005355; R$ 3.400,00 ;2021NE01518;2021NL01388;2021PD01754;2021LB17984
2;33023310;CIEP 283 Maria Amélia Pacheco;00.968.119/0001-52;0540 - 0001260049; R$ 11.470,60 ;2021NE01518;2021NL01388;2021PD01754;2021LB17984
2;;SUMIDOURO;;; R$ 14.870,60 ;;;;
ITEM;código;TRAJANO DE MORAIS;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33024952;CE João de Moraes Martins;01.957.222/0001-60;6769 - 1300601; R$ 1.700,00 ;2021NE01530;2021NL01402;2021PD01768;IMPEDIDA
2;33024650;CE Maria Marina Pinto Silva;01.283.657/0001-76;6769 - 1300520; R$ 5.365,20 ;2021NE01519;2021NL01389;2021PD01755;2021LB17985
3;33024880;EE Doutor José de Moraes Souza;01.853.744/0001-11;6769 - 1301209; R$ 3.400,00 ;2021NE01519;2021NL01389;2021PD01755;2021LB17985
4;33025010;EE Honestalda de Moraes Martiins;01.114.563/0001-73;6769 - 1300318; R$ 1.700,00 ;2021NE01519;2021NL01389;2021PD01755;2021LB17985
5;33100608;CIEP 279 Professor Guiomar Gonçalves Neves ;01.869.814/0001-20;6769 - 1300806; R$ 6.138,00 ;2021NE01519;2021NL01389;2021PD01755;2021LB17985
5;;TRAJANO DE MORAIS;;; R$ 18.303,20 ;;;;
77;;TOTAL DA REGIONAL SERRANA II;;; R$ 473.454,60 ;;;;
1.194 ;;TOTAL DA PLANILHA;;; R$ 10.751.913,40 ;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;IMPEDIDA = UNIDADE ESCOLAR LISTADA NO PROCESSO SEI-030029/008217/2020 NOS DOCUMENTOS 12949494/12949626 ;;;;;;;;
